ID Name Ra Dec NumGS Coverage
1245 CWNU_2739 324.53065134 48.60538252 5 0.9864
1246 CWNU_2745 183.39101819 -63.02844442 9 1.0
1247 CWNU_2746 334.66650665 57.91991494 2 0.8
1248 CWNU_2748 127.733987 -40.43204884 0 0.0
1249 CWNU_2749 87.3164083 33.4063901 2 0.632
1250 CWNU_2750 186.97103088 -61.98580099 5 0.9652
1251 CWNU_2752 221.37827889 -59.69757919 0 0.0
1252 CWNU_2753 285.31021971 0.93007962 0 0.0
1253 CWNU_2754 112.93157187 -14.45838998 3 0.8524
1254 CWNU_2758 295.4224879 26.15034893 4 0.9036
1255 CWNU_2764 207.42034304 -61.88257904 5 0.8716
1256 CWNU_2765 261.15309901 -38.58062047 2 0.8228
1257 CWNU_2767 223.72840228 -60.23166593 2 0.82
1258 CWNU_2770 106.55724415 -13.17873977 7 0.8876
1259 CWNU_2778 252.65610515 -41.82593323 1 0.404
1260 CWNU_2792 225.09113087 -58.36049042 3 0.5312
1261 CWNU_2794 107.55195671 -10.36706529 2 0.8364
1262 CWNU_2795 240.16968655 -53.11833136 0 0.0
1263 CWNU_2797 216.31634413 -60.92221118 1 0.3208
1264 CWNU_2801 212.89409673 -61.70171472 1 0.5068
1265 CWNU_2810 284.6779333 0.69614453 1 0.53
1266 CWNU_2812 228.46405745 -55.53126614 1 0.666
1267 CWNU_2815 316.4405256 51.32275019 1 0.3852
1268 CWNU_2825 272.09603703 -21.06153572 8 1.0
1269 CWNU_2842 63.67679151 50.36754975 1 0.4936
1270 CWNU_2847 280.39052796 -4.1784827 1 0.67
1271 CWNU_2848 274.08245344 -19.39356747 2 0.7644
1272 CWNU_2867 223.2331226 -60.89702367 5 0.9756
1273 CWNU_2870 260.25590187 -38.0368158 4 0.9816
1274 CWNU_2871 316.06729351 50.22503138 0 0.0
1275 CWNU_2877 235.0827347 -56.26118228 1 0.526
1276 CWNU_2881 0.50699546 63.9767718 0 0.0
1277 CWNU_2884 270.13771029 -20.50287173 5 1.0
1278 CWNU_2888 201.33149528 -62.27896451 2 0.5784
1279 CWNU_2890 262.42303068 -34.32119433 1 0.3096
1280 CWNU_2892 319.90326384 55.58242673 4 0.9548
1281 CWNU_2894 272.79313443 -22.91517354 3 0.8504
1282 CWNU_2895 104.72035965 -10.99877033 1 0.6208
1283 CWNU_2902 103.93251163 9.5333709 2 0.8812
1284 CWNU_2904 219.77110127 -60.05363045 2 0.61
1285 CWNU_2907 129.94761347 -45.52050999 0 0.0
1286 CWNU_2909 115.12950827 -20.77891319 1 0.6188
1287 CWNU_2914 125.08563656 -44.8648945 1 0.4564
1288 CWNU_2918 105.84140158 -6.95651799 0 0.0
1289 CWNU_2921 114.19875642 -33.57103753 4 0.8488
1290 CWNU_2923 121.55424268 -30.65941864 2 0.76
1291 CWNU_2926 7.6375245 64.48717846 0 0.0
1292 CWWL_1746 225.48981931 -60.02477019 6 0.854
1293 CWWL_2073 116.94212644 -24.70479828 3 0.8196
1294 CWWL_2084 115.68353716 -21.06240289 4 0.9744
1295 CWWL_3078 71.7697079 60.85881384 2 0.6812
1296 Can-Battlo_1 68.55585432 45.4569126 1 0.764
1297 Casado_6 121.41400597 -31.59620234 7 1.0
1298 Casado_7 267.029311 -29.00461186 9 1.0
1299 Casado_8 123.46990217 -30.97236588 4 0.9416
1300 Casado_9 120.74416821 -32.23717645 7 0.9964
1301 Casado_10 120.57986486 -32.13376974 5 0.9932
1302 Casado_12 12.72684349 63.64862794 2 0.7836
1303 Casado_13 10.29126533 63.59094925 0 0.0
1304 Casado_14 10.86810267 62.61645693 0 0.0
1305 Casado_15 3.25775028 62.4711727 1 0.4352
1306 Casado_19 345.81654743 57.87232763 5 0.9312
1307 Casado_20 348.06008037 56.81781885 2 0.8052
1308 Casado_21 341.90798266 59.43921473 1 0.5944
1309 Casado_82 300.89777351 36.0224399 5 0.942
1310 Casado-Alessi_1 13.35452333 49.54811287 0 0.0
1311 Chamaleon_I 167.11699924 -77.49945855 0 0.0
1312 Cmg_119 88.41486114 -10.39355701 1 0.5676
1313 Collinder_69 83.81417628 9.88805505 2 0.5968
1314 Collinder_74 87.16847793 7.36764591 4 0.9652
1315 Collinder_89 94.70235482 23.16961561 0 0.0
1316 Collinder_95 97.78343027 9.83902432 1 0.7732
1317 Collinder_97 97.92022268 5.88407765 3 0.792
1318 Collinder_104 99.18705652 4.71024285 0 0.0
1319 Collinder_106 99.29525564 6.05024065 5 0.64
1320 Collinder_107 99.62160316 4.63508593 6 0.9904
1321 Collinder_110 99.69735759 2.07287901 3 0.9176
1322 Collinder_115 101.66039323 1.78301894 5 1.0
1323 Collinder_132 108.34615884 -30.97053197 1 0.3248
1324 Collinder_135 109.40553907 -36.92087657 2 0.8512
1325 Collinder_140 110.80240157 -32.01159004 0 0.0
1326 Collinder_185 125.82685493 -36.35727134 2 0.7696
1327 Collinder_197 131.21522758 -41.2600674 0 0.0
1328 Collinder_205 135.12447368 -48.98726627 10 0.9224
1329 Collinder_213 148.63210242 -50.89791991 1 0.3276
1330 Collinder_220 156.4225215 -57.9234578 4 0.826
1331 Collinder_228 161.01084784 -60.09090285 0 0.0
1332 Collinder_236 164.13371656 -61.09297849 3 0.8484
1333 Collinder_261 189.52659743 -68.38076034 8 0.9208
1334 Collinder_268 199.5437705 -67.08401503 3 0.7584
1335 Collinder_269 200.96410842 -66.19097902 0 0.0
1336 Collinder_271 202.47314633 -64.20254763 2 0.8736
1337 Collinder_272 202.57475228 -61.33041666 3 0.9328
1338 Collinder_277 207.06480414 -66.05912886 2 0.8564
1339 Collinder_292 237.38049085 -57.59823688 1 0.546
1340 Collinder_302 245.88771339 -26.52255707 14 0.9752
1341 Collinder_307 248.7925489 -50.98533604 3 0.6572
1342 Collinder_333 262.78758908 -33.99795544 5 0.9956
1343 Collinder_338 264.57985764 -37.63440311 3 0.892
1344 Collinder_347 266.58085163 -29.34500866 2 0.652
1345 Collinder_350 267.06496269 1.41761766 1 0.644
1346 Collinder_351 267.43367743 -28.75372102 3 0.7424
1347 Collinder_367 272.45593272 -23.65170031 7 0.9784
1348 Collinder_394 283.05822368 -20.27190837 2 0.8128
1349 Collinder_419 304.52704462 40.72565135 7 1.0
1350 Collinder_421 305.81699648 41.69492994 1 0.5176
1351 Collinder_428 315.74209814 44.49998764 8 0.9972
1352 Collinder_463 27.2855863 71.8038282 0 0.0
1353 Collinder_465 106.72330589 -10.46563249 1 0.5164
1354 Collinder_469 274.14172121 -18.30720569 11 1.0
1355 Collinder_471 332.56307101 73.03231822 0 0.0
1356 Czernik_1 1.90735642 61.47938373 3 0.9392
1357 Czernik_2 10.94102298 60.19953663 1 0.2864
1358 Czernik_3 15.7769658 62.78479599 4 0.996
1359 Czernik_5 28.91896097 61.35396042 0 0.0
1360 Czernik_6 30.52870799 62.84020525 2 0.716
1361 Czernik_8 38.24650756 58.76553937 4 0.9168
1362 Czernik_9 38.39419459 59.88243383 3 0.8856
1363 Czernik_10 38.47720647 60.17546576 2 0.8584
1364 Czernik_12 39.84886728 54.91819179 1 0.4024
1365 Czernik_13 41.115519 62.32121587 5 1.0
1366 Czernik_14 49.26769455 58.61254037 2 0.6324
1367 Czernik_15 50.81789664 52.21760379 1 0.5008
1368 Czernik_16 52.76563877 52.61101288 0 0.0
1369 Czernik_17 58.07538093 61.97230294 3 0.8792
1370 Czernik_18 66.95633941 30.93368795 1 0.6372
1371 Czernik_19 74.2738722 28.77003198 6 0.8276
1372 Czernik_20 80.1333187 39.54351931 7 0.968
1373 Czernik_21 81.67558663 36.01833301 1 0.3784
1374 Czernik_23 87.52756915 28.89828294 8 1.0
1375 Czernik_24 88.85241614 20.87710887 4 0.872
1376 Czernik_25 93.43123055 6.95111114 7 0.9884
1377 Czernik_26 97.74606468 -4.17767756 2 0.7424
1378 Czernik_27 105.8331928 6.3832117 6 0.9704
1379 Czernik_29 112.09523505 -15.39938773 7 1.0
1380 Czernik_30 112.79532982 -9.94609074 4 0.974
1381 Czernik_31 114.24149126 -20.5220134 3 0.63
1382 Czernik_32 117.61739695 -29.85344463 9 0.8868
1383 Czernik_37 268.31847667 -27.36555412 14 1.0
1384 Czernik_38 282.4525841 4.96240739 7 1.0
1385 Czernik_40 295.66156833 21.15493064 5 0.9956
1386 Czernik_41 297.76086778 25.28133795 3 0.6984
1387 Czernik_42 339.89337812 59.90810033 6 1.0
1388 Czernik_43 351.41879987 61.35905467 1 0.2892
1389 Czernik_44 353.4329998 61.95534803 1 0.6696
1390 DB2001_22 310.64554774 42.93911438 4 0.7252
1391 DBSB_3 107.5500186 -18.43840003 9 0.9892
1392 DBSB_6 112.44198996 -19.19927179 0 0.0
1393 DBSB_7 113.89169011 -18.76650235 4 0.9132
1394 DBSB_9 112.95667827 -19.38083972 2 0.6484
1395 DBSB_19 128.89860726 -40.6099213 0 0.0
1396 DBSB_21 130.58766444 -40.73471877 0 0.0
1397 DBSB_36 139.187646 -47.95042071 3 0.8956
1398 DBSB_39 141.12555289 -53.12596021 6 0.9556
1399 DBSB_43 150.94609943 -59.2257722 3 0.8992
1400 DBSB_64 170.97256766 -58.92044605 3 0.7484
1401 DBSB_70 177.12989436 -62.3174424 1 0.4436
1402 DBSB_101 242.61708132 -49.04044849 9 1.0
1403 DBSB_104 255.96950907 -51.09238842 0 0.0
1404 DBSB_144 243.02099737 -51.46465852 4 0.4792
1405 DBSB_157 243.07599857 -51.72116541 5 0.9328
1406 DC_3 111.75578533 -37.51793901 0 0.0
1407 DC_5 159.99590819 -59.19477006 4 0.9428
1408 DC_8 92.3394567 31.22556973 6 0.988
1409 Danks_2 198.22258276 -62.68008513 11 1.0
1410 Delta_Cephei_Cluster 336.42386298 57.1572502 2 0.7704
1411 Desvoivres_2 99.97958081 6.03698268 4 0.9024
1412 Dias_1 10.63672002 64.05373251 2 0.5996
1413 Dias_2 92.2885163 4.57143207 5 0.932
1414 Dias_5 274.37500485 -19.70749321 3 0.8396
1415 Dias_6 277.61470483 -12.33178382 8 0.9856
1416 Djorg_1 266.87589977 -33.07451821 4 0.844
1417 Dolidze_1 302.36446436 36.49328763 8 0.9752
1418 Dolidze_3 303.87866634 36.83348703 5 0.9892
1419 Dolidze_5 305.03829567 39.33492264 2 0.8048
1420 Dolidze_8 306.12623723 42.28999102 1 0.5432
1421 Dolidze_11 306.69092445 41.37649343 0 0.0
1422 Dolidze_13 12.32997281 64.19735491 2 0.5768
1423 Dolidze_16 78.59312615 32.76971765 0 0.0
1424 Dolidze_25 101.26730196 0.22784927 3 0.9152
1425 Dolidze_32 280.24310584 -4.07938363 11 0.9736
1426 Dolidze_33 280.30278275 -4.37609522 9 0.9272
1427 Dolidze_35 291.37166943 11.63683287 1 0.3976
1428 Dolidze_42 304.90448658 38.09927831 4 0.9984
1429 Dolidze_53 296.59562977 24.61843568 2 0.8332
1430 Dutra-Bica_51 267.37514436 -31.2739296 2 0.6
1431 E_3 140.24876138 -77.28415777 0 0.0
1432 ESO_064-05 186.14843846 -68.43617226 2 0.6276
1433 ESO_092-05 150.789819 -64.75443606 1 0.3456
1434 ESO_092-18 153.73490864 -64.61269069 2 0.8644
1435 ESO_092-92 153.73969511 -64.61506222 1 0.64
1436 ESO_123-26 118.14355905 -60.37587847 2 0.5684
1437 ESO_130-06 181.97504024 -59.30950607 1 0.434
1438 ESO_130-13 185.77859453 -59.65661452 3 0.8664
1439 ESO_134-12 221.22633757 -59.1535143 1 0.3224
1440 ESO_166-04 137.62058795 -53.88620386 2 0.7048
1441 ESO_211-03 132.90045831 -50.25430197 2 0.8716
1442 ESO_226-06 246.05552037 -51.14227298 4 0.828
1443 ESO_261-03 137.83136542 -47.02572041 0 0.0
1444 ESO_275-01 238.78148659 -46.01076681 2 0.5484
1445 ESO_311-21 120.42794556 -41.59311835 2 0.8236
1446 ESO_312-03 126.12655275 -41.28999222 3 0.8812
1447 ESO_312-04 126.7213051 -41.25103179 8 0.996
1448 ESO_332-13 254.05252282 -40.59734474 2 0.7732
1449 ESO_332-22 256.87826507 -40.84179213 0 0.0
1450 ESO_368-11 116.08310484 -34.6298671 1 0.4344
1451 ESO_368-14 116.75094981 -32.96315518 5 0.9428
1452 ESO_370-17 127.9549523 -36.21057376 2 0.85
1453 ESO_371-25 133.24746808 -35.47902771 3 0.8408
1454 ESO_392-13 261.6825316 -34.74404524 0 0.0
1455 ESO_393-15 265.87728444 -34.21859831 2 0.8556
1456 ESO_429-05 114.25476681 -32.20295427 5 0.9176
1457 ESO_429-429 113.35328996 -28.18610877 8 0.9928
1458 ESO_430-09 120.59876401 -29.77650655 11 1.0
1459 ESO_430-18 121.72626146 -30.87553666 4 0.7944
1460 ESO_494-09 119.72571225 -27.67258635 4 0.8136
1461 ESO_518-03 251.77487783 -25.80631881 5 0.9996
1462 ESO_521-38 272.3991724 -24.54340896 2 0.8376
1463 ESO_522-05 273.18222959 -24.36273083 3 0.682
1464 ESO_559-13 112.17786804 -20.80202052 1 0.4084
1465 ESO_589-26 270.56015792 -21.91794774 7 1.0
1466 Eridanus 66.18435907 -21.18286553 0 0.0
1467 FSR_0031 271.60871307 -21.40226666 10 0.9456
1468 FSR_0069 281.43442574 -10.51914482 3 0.8644
1469 FSR_0087 281.40522021 -3.60182997 7 0.99
1470 FSR_0088 282.66112334 -4.18294874 3 0.9596
1471 FSR_0111 286.92362151 4.34428181 6 0.9504
1472 FSR_0123 287.91606989 12.04565189 7 0.9876
1473 FSR_0133 292.44735579 15.56009999 5 0.7668
1474 FSR_0134 291.12852869 16.88624079 5 0.8744
1475 FSR_0154 297.01139659 23.35257192 8 0.9956
1476 FSR_0158 296.98898152 26.04064773 6 0.9104
1477 FSR_0165 299.54471044 26.75070135 3 0.752
1478 FSR_0166 303.40648993 25.43037696 5 0.9496
1479 FSR_0167 301.24929049 27.07968807 2 0.71
1480 FSR_0172 300.00975737 29.21722012 6 0.9596
1481 FSR_0174 303.00318172 28.28347527 0 0.0
1482 FSR_0182 297.95683578 33.51648206 7 0.9792
1483 FSR_0195 304.21955648 33.61960677 1 0.6128
1484 FSR_0219 303.74205943 41.19046033 0 0.0
1485 FSR_0222 305.04896123 40.80722127 2 0.8568
1486 FSR_0224 306.33921375 40.21977672 5 0.8928
1487 FSR_0227 307.24968502 40.4855591 1 0.4196
1488 FSR_0238 308.70956207 41.47581609 0 0.0
1489 FSR_0239 306.21308423 42.80083008 2 0.7272
1490 FSR_0241 300.76018606 46.19524814 1 0.2628
1491 FSR_0248 310.95352283 41.70004184 0 0.0
1492 FSR_0251 310.00102133 42.96711285 0 0.0
1493 FSR_0258 311.20613235 43.89479232 2 0.7844
1494 FSR_0261 313.4482968 43.10610605 0 0.0
1495 FSR_0270 316.07120948 44.3421475 5 0.9788
1496 FSR_0275 314.16396444 46.89698682 2 0.7968
1497 FSR_0276 308.62088848 49.94904082 1 0.354
1498 FSR_0278 307.76188331 51.01706388 2 0.834
1499 FSR_0282 315.58103892 48.10474423 4 0.9428
1500 FSR_0284 314.13665841 49.35806175 4 0.888
1501 FSR_0288 317.1138703 49.08997852 5 0.9296
1502 FSR_0291 319.07880304 48.3540699 2 0.9212
1503 FSR_0295 320.64640294 49.89817461 1 0.6624
1504 FSR_0296 320.97385714 49.92745532 5 0.9764
1505 FSR_0306 322.11917078 51.68954083 4 0.9004
1506 FSR_0316 325.2123831 52.30291804 3 0.7332
1507 FSR_0320 323.8399907 53.66205218 2 0.5668
1508 FSR_0324 324.05275587 53.85596958 2 0.6592
1509 FSR_0325 327.72030288 51.37601117 0 0.0
1510 FSR_0336 327.70704034 55.23988774 0 0.0
1511 FSR_0342 331.92542162 53.09411234 4 0.9528
1512 FSR_0344 330.43448453 54.80173179 1 0.3772
1513 FSR_0357 337.72144058 53.95137207 8 1.0
1514 FSR_0358 332.56811549 58.78961612 1 0.6092
1515 FSR_0366 334.54867312 59.11771994 2 0.7212
1516 FSR_0369 334.13188853 60.79648629 0 0.0
1517 FSR_0379 320.70638499 69.36114788 0 0.0
1518 FSR_0381 340.55797741 58.34024545 4 0.676
1519 FSR_0384 342.91280978 56.1025267 1 0.672
1520 FSR_0385 340.61947582 58.93142756 0 0.0
1521 FSR_0394 343.81349372 58.71060833 3 0.8848
1522 FSR_0398 339.12669483 64.16053128 0 0.0
1523 FSR_0401 345.24217587 59.6969721 0 0.0
1524 FSR_0416 345.47792502 63.00458384 0 0.0
1525 FSR_0417 348.49378154 59.81248974 2 0.3848
1526 FSR_0430 348.86940079 64.1651351 1 0.4884
1527 FSR_0435 352.88174524 59.78019362 1 0.5092
1528 FSR_0441 355.50789608 58.54252614 1 0.3696
1529 FSR_0442 352.49371461 63.44725128 5 0.986
1530 FSR_0443 355.88447839 59.07770208 5 0.9896
1531 FSR_0448 356.8063811 60.89695952 1 0.4816
1532 FSR_0451 357.7901482 60.85099319 3 0.8856
1533 FSR_0460 359.76209497 60.69059589 3 0.7344
1534 FSR_0465 357.75148833 66.18378803 3 0.9272
1535 FSR_0480 3.77471205 61.50923635 0 0.0
1536 FSR_0494 6.3959935 63.75551362 5 0.992
1537 FSR_0496 6.57854305 63.99421355 3 0.7564
1538 FSR_0498 7.30251028 62.39816635 3 0.8536
1539 FSR_0505 10.0602172 61.57441302 3 0.7136
1540 FSR_0508 10.47030372 64.9565464 0 0.0
1541 FSR_0519 13.16070022 64.61671481 2 0.8792
1542 FSR_0522 13.37808179 65.79510055 2 0.9096
1543 FSR_0524 14.31780217 62.12098582 1 0.4576
1544 FSR_0534 19.35303988 61.29159515 0 0.0
1545 FSR_0536 19.93717104 63.05790171 1 0.4456
1546 FSR_0537 19.69998503 60.36088603 1 0.6276
1547 FSR_0542 21.4594266 62.99400346 1 0.488
1548 FSR_0551 24.95409119 64.86765172 0 0.0
1549 FSR_0553 25.21813238 64.50629389 2 0.546
1550 FSR_0558 30.14727714 67.7917117 1 0.3736
1551 FSR_0569 37.81756345 72.46688259 0 0.0
1552 FSR_0591 36.92544868 58.77126936 2 0.7828
1553 FSR_0596 37.48332592 58.1227238 3 0.6184
1554 FSR_0604 44.68655515 63.57505829 2 0.7992
1555 FSR_0632 53.01310909 59.13251523 0 0.0
1556 FSR_0634 55.08666317 59.41689548 2 0.7664
1557 FSR_0647 59.80598671 57.23547182 3 0.7588
1558 FSR_0665 61.30103359 51.51508231 0 0.0
1559 FSR_0667 61.77693711 51.14963997 0 0.0
1560 FSR_0674 63.10579461 48.72616638 2 0.7676
1561 FSR_0683 77.17376211 53.21340314 4 0.904
1562 FSR_0686 66.39671358 46.13096786 0 0.0
1563 FSR_0687 69.83292508 48.20684584 1 0.4804
1564 FSR_0702 72.91943535 45.77618584 2 0.826
1565 FSR_0716 77.79319062 45.72307987 3 0.9264
1566 FSR_0717 71.5041502 42.15820156 2 0.4864
1567 FSR_0723 71.23340614 41.51933626 5 0.9976
1568 FSR_0728 67.46199435 38.49824905 3 0.728
1569 FSR_0732 75.63112523 42.54514167 1 0.2644
1570 FSR_0734 75.84963356 42.39104129 3 0.5552
1571 FSR_0735 73.47146756 40.85799805 5 0.9812
1572 FSR_0744 74.85045659 37.97873421 0 0.0
1573 FSR_0761 83.33310512 39.83449368 2 0.776
1574 FSR_0771 75.92105329 32.14532596 0 0.0
1575 FSR_0811 94.11304637 36.36430182 2 0.6964
1576 FSR_0812 84.54762686 31.73407198 4 0.8072
1577 FSR_0814 84.20885077 31.20805451 1 0.2476
1578 FSR_0817 84.85992283 30.89024937 2 0.5616
1579 FSR_0826 85.72631408 28.94980104 3 0.9504
1580 FSR_0827 91.07452755 31.60716532 4 0.8892
1581 FSR_0833 91.31454173 30.80259992 7 1.0
1582 FSR_0841 76.58262128 21.52540343 0 0.0
1583 FSR_0850 86.24077232 24.745201 0 0.0
1584 FSR_0852 88.33495988 25.03318882 1 0.3692
1585 FSR_0866 103.83566748 29.74097459 0 0.0
1586 FSR_0869 92.52098478 24.56541744 4 0.9924
1587 FSR_0874 85.2852002 20.32335601 0 0.0
1588 FSR_0883 91.08123197 22.03061425 5 0.9096
1589 FSR_0893 93.39873022 21.60188631 2 0.628
1590 FSR_0894 91.1337432 20.28154672 1 0.4608
1591 FSR_0902 94.57762982 20.56213963 0 0.0
1592 FSR_0903 91.87422975 19.09309465 2 0.8296
1593 FSR_0904 91.76965542 19.01366792 1 0.5324
1594 FSR_0905 98.43096044 22.31307514 0 0.0
1595 FSR_0921 91.29302066 16.68821448 0 0.0
1596 FSR_0923 92.6474551 16.97365299 4 0.9784
1597 FSR_0929 96.39342492 17.70880708 3 0.8932
1598 FSR_0931 93.37873568 15.9404654 1 0.3232
1599 FSR_0932 91.09408935 14.57549077 3 0.846
1600 FSR_0935 98.78405442 17.7364675 3 0.7132
1601 FSR_0937 93.41894346 14.99690331 3 0.8544
1602 FSR_0939 92.73582181 14.39662336 3 0.5944
1603 FSR_0941 95.43182365 15.76656872 3 0.9156
1604 FSR_0942 91.50603523 13.66999942 5 0.982
1605 FSR_0948 96.48316795 15.85541557 7 0.9968
1606 FSR_0951 95.54360491 14.65764314 1 0.426
1607 FSR_0953 94.75944 14.1459915 9 0.9768
1608 FSR_0968 92.83510698 11.86911063 2 0.808
1609 FSR_0974 98.15033129 12.55628031 3 0.932
1610 FSR_0975 100.00588328 13.31110374 7 0.996
1611 FSR_0977 97.96787716 11.86795422 5 0.9744
1612 FSR_0979 97.82274839 11.08208048 3 0.9352
1613 FSR_0985 92.95218214 7.02082097 4 0.9848
1614 FSR_0999 100.95186562 9.4757988 0 0.0
1615 FSR_1017 82.96879158 -3.03508934 0 0.0
1616 FSR_1032 99.07215721 4.01065891 2 0.6492
1617 FSR_1051 103.04845229 3.65257465 2 0.672
1618 FSR_1063 98.65504099 -0.26745335 7 1.0
1619 FSR_1077 100.47069408 -0.88924263 6 0.8492
1620 FSR_1083 110.51647848 3.5562762 5 0.916
1621 FSR_1085 103.29627814 -0.19729689 3 0.9008
1622 FSR_1113 107.29548563 -1.50548544 5 0.8516
1623 FSR_1115 92.05649843 -9.57963333 2 0.7004
1624 FSR_1117 94.1592841 -8.96830265 0 0.0
1625 FSR_1125 102.61685249 -5.44172419 6 0.9992
1626 FSR_1129 104.71189233 -4.85301218 2 0.636
1627 FSR_1144 104.30221876 -6.6262967 2 0.8256
1628 FSR_1149 106.06663119 -6.44575963 3 0.8768
1629 FSR_1150 106.15096964 -6.61578649 5 0.8916
1630 FSR_1153 108.58810382 -5.66287573 4 0.8304
1631 FSR_1163 104.81019795 -9.08420944 4 0.8864
1632 FSR_1170 106.87202711 -8.87166815 4 0.962
1633 FSR_1171 105.06104367 -10.32154527 7 1.0
1634 FSR_1172 103.90388757 -11.03133446 3 0.8824
1635 FSR_1173 107.18848864 -9.42220483 3 0.902
1636 FSR_1178 106.36435214 -10.68654623 1 0.3508
1637 FSR_1180 108.91359178 -9.44327981 4 0.896
1638 FSR_1183 108.35390886 -9.89106479 5 0.856
1639 FSR_1185 104.86891763 -11.98162586 3 0.8116
1640 FSR_1197 103.59060987 -13.74757623 1 0.4284
1641 FSR_1202 106.91276413 -12.81753541 0 0.0
1642 FSR_1207 106.87714992 -13.32879571 6 1.0
1643 FSR_1209 106.78825557 -13.82527965 7 0.9952
1644 FSR_1211 115.33779351 -9.61713644 4 0.8968
1645 FSR_1212 106.94388751 -14.15059161 3 0.8208
1646 FSR_1234 112.78364796 -15.43733392 0 0.0
1647 FSR_1252 110.65161298 -18.70120675 7 1.0
1648 FSR_1253 111.56922725 -18.43650803 5 0.8776
1649 FSR_1260 112.08132165 -19.67400213 4 0.9712
1650 FSR_1275 112.01974127 -21.77062733 2 0.8404
1651 FSR_1284 109.99176542 -24.53838059 5 0.9356
1652 FSR_1298 118.37166734 -22.43099354 4 0.9584
1653 FSR_1335 123.01474016 -28.98107908 6 0.9932
1654 FSR_1342 119.48678918 -31.51353902 10 1.0
1655 FSR_1347 117.02748931 -33.71467265 2 0.802
1656 FSR_1352 116.6021421 -34.291103 2 0.4792
1657 FSR_1360 120.40009818 -34.48085022 2 0.6712
1658 FSR_1361 117.65718174 -36.39727572 2 0.6808
1659 FSR_1363 122.67101094 -34.6156709 4 0.9408
1660 FSR_1378 120.31114124 -40.68100491 2 0.4616
1661 FSR_1380 122.77010801 -39.99481421 5 0.9872
1662 FSR_1382 130.64790414 -35.81651242 1 0.6284
1663 FSR_1399 131.04030817 -39.35492493 2 0.5836
1664 FSR_1402 136.44313883 -37.87514172 0 0.0
1665 FSR_1406 129.58081768 -42.36090466 1 0.4388
1666 FSR_1407 142.44567491 -33.84766594 0 0.0
1667 FSR_1411 128.67374735 -43.95389232 2 0.5756
1668 FSR_1418 131.85334717 -43.91970204 0 0.0
1669 FSR_1419 124.71450755 -47.78331218 3 0.6812
1670 FSR_1421 134.45063584 -42.6562819 0 0.0
1671 FSR_1424 132.69121714 -43.84473369 5 0.9492
1672 FSR_1430 132.97614819 -44.27653458 1 0.4736
1673 FSR_1435 134.26073529 -43.75703633 2 0.7332
1674 FSR_1441 129.88469205 -47.09562881 5 0.8856
1675 FSR_1443 129.85285362 -47.35319435 2 0.838
1676 FSR_1452 133.32815941 -47.8551214 3 0.8348
1677 FSR_1460 136.9077332 -47.82396577 5 0.9708
1678 FSR_1478 134.93157049 -52.70975319 1 0.52
1679 FSR_1484 142.44657489 -50.69963557 3 0.6988
1680 FSR_1496 145.73522931 -52.11859734 4 0.936
1681 FSR_1500 144.41300635 -53.96517781 5 0.8932
1682 FSR_1521 148.83031993 -56.61746391 0 0.0
1683 FSR_1527 151.65315624 -57.42709009 3 0.9848
1684 FSR_1530 152.24196404 -57.28183629 7 0.9512
1685 FSR_1586 170.67515388 -62.31559086 1 0.4424
1686 FSR_1591 174.2579292 -62.73720614 3 0.9056
1687 FSR_1595 176.76844167 -62.63627062 9 0.9504
1688 FSR_1621 189.81684114 -57.40489906 4 0.9464
1689 FSR_1645 200.32581876 -61.9885468 1 0.6212
1690 FSR_1663 205.23927469 -60.20535393 5 0.9184
1691 FSR_1666 207.19560942 -61.43351591 1 0.3968
1692 FSR_1668 208.80076506 -61.67722081 2 0.65
1693 FSR_1694 228.72967013 -62.77845773 0 0.0
1694 FSR_1698 230.23341016 -59.62171016 7 1.0
1695 FSR_1700 234.69393407 -59.26407242 1 0.4072
1696 FSR_1703 235.37044975 -54.97472871 1 0.532
1697 FSR_1716 242.60733776 -53.73845143 4 0.9728
1698 FSR_1725 247.67124637 -50.13143031 5 0.9976
1699 FSR_1744 252.97337169 -42.40853489 2 0.8036
1700 FSR_1750 255.52013141 -38.8791165 6 0.9828
1701 FSR_1758 262.80264886 -39.83583254 3 0.8388
1702 Feibelman_1 304.42104902 38.03009011 7 0.9924
1703 Feinstein_1 166.29359273 -59.72938619 5 0.9164
1704 Ferrero_1 275.02821362 -32.35056497 2 0.7816
1705 Ferrero_11 93.65885711 0.65220041 0 0.0
1706 Ferrero_17 77.18618252 17.98686198 3 0.9576
1707 FoF_5 156.32345065 -72.54640421 0 0.0
1708 FoF_145 256.98554654 -44.15646643 2 0.4616
1709 FoF_198 112.12951026 -20.11684721 4 0.9528
1710 FoF_273 245.72460167 -50.17729437 11 0.9588
1711 FoF_282 265.26094652 -33.26861925 5 0.9596
1712 FoF_321 296.38629627 21.16279383 3 0.7984
1713 FoF_403 161.01695663 -58.09910226 1 0.3856
1714 FoF_589 119.81272596 -19.1278656 5 0.7824
1715 FoF_597 282.11426446 8.70887241 3 0.8072
1716 FoF_658 95.2716101 -3.46812959 2 0.7448
1717 FoF_861 244.70647298 -52.88355717 13 0.9996
1718 FoF_866 261.7658695 -39.41737672 8 1.0
1719 FoF_876 316.05405273 42.06586547 2 0.5336
1720 FoF_947 118.60971353 -27.51157482 1 0.626
1721 FoF_1180 236.59909818 -56.79588299 5 0.9588
