ID Name NumGS Coverage
862 CWNU_1756 1 0.4812
863 CWNU_1757 3 0.9292
864 CWNU_1758 2 0.7188
865 CWNU_1759 5 0.9696
866 CWNU_1760 3 0.6976
867 CWNU_1761 0 0.0
868 CWNU_1762 5 0.8856
869 CWNU_1767 0 0.0
870 CWNU_1768 3 0.7988
871 CWNU_1769 3 0.8908
872 CWNU_1773 1 0.4648
873 CWNU_1774 1 0.5264
874 CWNU_1777 1 0.7108
875 CWNU_1780 3 0.9352
876 CWNU_1785 1 0.4984
877 CWNU_1787 3 0.9012
878 CWNU_1789 3 0.8832
879 CWNU_1790 0 0.0
880 CWNU_1791 2 0.5152
881 CWNU_1797 6 0.9712
882 CWNU_1799 0 0.0
883 CWNU_1800 0 0.0
884 CWNU_1801 1 0.3268
885 CWNU_1803 1 0.7168
886 CWNU_1804 0 0.0
887 CWNU_1806 1 0.4848
888 CWNU_1807 3 0.9072
889 CWNU_1810 1 0.5048
890 CWNU_1813 3 0.624
891 CWNU_1814 2 0.4668
892 CWNU_1816 1 0.5796
893 CWNU_1818 2 0.8164
894 CWNU_1819 1 0.4424
895 CWNU_1821 1 0.5976
896 CWNU_1824 1 0.4008
897 CWNU_1826 4 0.9108
898 CWNU_1832 0 0.0
899 CWNU_1833 0 0.0
900 CWNU_1836 3 0.9408
901 CWNU_1841 4 0.9436
902 CWNU_1842 6 0.9076
903 CWNU_1843 2 0.5744
904 CWNU_1844 2 0.616
905 CWNU_1845 4 0.8564
906 CWNU_1847 0 0.0
907 CWNU_1849 2 0.7384
908 CWNU_1851 3 0.9444
909 CWNU_1857 3 0.7096
910 CWNU_1860 5 0.9584
911 CWNU_1863 5 0.9984
912 CWNU_1866 1 0.5804
913 CWNU_1867 2 0.844
914 CWNU_1870 3 0.832
915 CWNU_1882 3 0.926
916 CWNU_1885 0 0.0
917 CWNU_1889 1 0.4292
918 CWNU_1893 0 0.0
919 CWNU_1894 0 0.0
920 CWNU_1897 5 0.998
921 CWNU_1899 2 0.6872
922 CWNU_1900 2 0.5924
923 CWNU_1907 2 0.5868
924 CWNU_1909 2 0.8784
925 CWNU_1910 4 0.93
926 CWNU_1914 2 0.6656
927 CWNU_1917 7 0.9964
928 CWNU_1918 7 0.9748
929 CWNU_1920 4 0.946
930 CWNU_1922 5 0.836
931 CWNU_1924 1 0.588
932 CWNU_1926 3 0.6148
933 CWNU_1932 5 0.9584
934 CWNU_1934 2 0.6952
935 CWNU_1937 2 0.8508
936 CWNU_1938 4 0.814
937 CWNU_1939 3 0.9516
938 CWNU_1944 1 0.388
939 CWNU_1954 5 0.8176
940 CWNU_1961 2 0.4484
941 CWNU_1962 3 0.5716
942 CWNU_1966 8 0.8996
943 CWNU_1968 9 1.0
944 CWNU_1971 1 0.6212
945 CWNU_1972 1 0.6252
946 CWNU_1973 3 0.9108
947 CWNU_1974 2 0.5368
948 CWNU_1983 4 0.6472
949 CWNU_1987 1 0.6952
950 CWNU_1988 3 0.8872
951 CWNU_1994 7 1.0
952 CWNU_1995 7 1.0
953 CWNU_1997 2 0.7964
954 CWNU_1998 6 0.968
955 CWNU_2001 0 0.0
956 CWNU_2002 2 0.598
957 CWNU_2004 0 0.0
958 CWNU_2006 1 0.2716
959 CWNU_2007 1 0.4944
960 CWNU_2012 9 1.0
961 CWNU_2015 2 0.5624
962 CWNU_2016 3 0.8904
963 CWNU_2018 0 0.0
964 CWNU_2024 1 0.532
965 CWNU_2028 4 0.776
966 CWNU_2034 3 0.7736
967 CWNU_2035 2 0.9168
968 CWNU_2038 1 0.3944
969 CWNU_2046 0 0.0
970 CWNU_2049 0 0.0
971 CWNU_2051 6 0.9596
972 CWNU_2063 4 0.9848
973 CWNU_2065 1 0.3868
974 CWNU_2071 1 0.6784
975 CWNU_2072 2 0.5704
976 CWNU_2076 0 0.0
977 CWNU_2079 1 0.4044
978 CWNU_2088 0 0.0
979 CWNU_2089 4 0.9932
980 CWNU_2096 0 0.0
981 CWNU_2103 1 0.302
982 CWNU_2105 1 0.3908
983 CWNU_2106 4 0.9844
984 CWNU_2110 3 0.6576
985 CWNU_2112 0 0.0
986 CWNU_2115 5 0.9124
987 CWNU_2116 2 0.6632
988 CWNU_2122 2 0.8112
989 CWNU_2124 0 0.0
990 CWNU_2131 1 0.5916
991 CWNU_2136 1 0.4988
992 CWNU_2138 2 0.6424
993 CWNU_2142 2 0.7576
994 CWNU_2145 2 0.6892
995 CWNU_2149 2 0.68
996 CWNU_2151 5 0.962
997 CWNU_2157 0 0.0
998 CWNU_2159 0 0.0
999 CWNU_2160 2 0.7052
1000 CWNU_2161 3 0.7504
1001 CWNU_2165 0 0.0
1002 CWNU_2169 0 0.0
1003 CWNU_2173 0 0.0
1004 CWNU_2178 2 0.7292
1005 CWNU_2180 1 0.62
1006 CWNU_2188 10 1.0
1007 CWNU_2193 0 0.0
1008 CWNU_2197 2 0.846
1009 CWNU_2203 2 0.7348
1010 CWNU_2204 3 0.894
1011 CWNU_2205 2 0.9444
1012 CWNU_2206 1 0.2976
1013 CWNU_2210 3 0.9088
1014 CWNU_2211 0 0.0
1015 CWNU_2221 7 0.9936
1016 CWNU_2223 5 0.952
1017 CWNU_2232 3 0.9196
1018 CWNU_2238 0 0.0
1019 CWNU_2245 2 0.8956
1020 CWNU_2247 2 0.8692
1021 CWNU_2253 1 0.344
1022 CWNU_2254 2 0.6152
1023 CWNU_2255 2 0.8624
1024 CWNU_2256 3 0.942
1025 CWNU_2259 1 0.6996
1026 CWNU_2261 2 0.788
1027 CWNU_2262 3 0.9316
1028 CWNU_2264 2 0.814
1029 CWNU_2265 1 0.6684
1030 CWNU_2266 5 0.9784
1031 CWNU_2268 5 0.9396
1032 CWNU_2269 6 1.0
1033 CWNU_2273 3 0.8396
1034 CWNU_2274 5 0.9664
1035 CWNU_2276 2 0.8636
1036 CWNU_2277 4 0.8824
1037 CWNU_2280 4 0.8824
1038 CWNU_2284 0 0.0
1039 CWNU_2286 5 0.9388
1040 CWNU_2288 2 0.6496
1041 CWNU_2290 3 0.668
1042 CWNU_2292 2 0.5132
1043 CWNU_2293 1 0.4516
1044 CWNU_2298 5 0.8956
1045 CWNU_2299 3 0.9192
1046 CWNU_2300 4 0.9584
1047 CWNU_2302 2 0.8196
1048 CWNU_2304 3 0.7732
1049 CWNU_2307 1 0.464
1050 CWNU_2310 6 0.9776
1051 CWNU_2312 6 0.916
1052 CWNU_2314 6 0.9944
1053 CWNU_2320 0 0.0
1054 CWNU_2321 2 0.6296
1055 CWNU_2325 1 0.6676
1056 CWNU_2326 5 0.9656
1057 CWNU_2330 2 0.6204
1058 CWNU_2331 6 0.9988
1059 CWNU_2332 1 0.406
1060 CWNU_2333 0 0.0
1061 CWNU_2336 5 0.9328
1062 CWNU_2337 0 0.0
1063 CWNU_2338 1 0.4432
1064 CWNU_2342 2 0.6104
1065 CWNU_2344 3 0.7804
1066 CWNU_2347 7 1.0
1067 CWNU_2348 0 0.0
1068 CWNU_2349 2 0.7296
1069 CWNU_2350 3 0.7996
1070 CWNU_2352 0 0.0
1071 CWNU_2354 2 0.7976
1072 CWNU_2357 0 0.0
1073 CWNU_2363 5 0.9148
1074 CWNU_2364 5 1.0
1075 CWNU_2366 4 0.898
1076 CWNU_2367 0 0.0
1077 CWNU_2368 5 0.968
1078 CWNU_2371 3 0.6152
1079 CWNU_2377 3 0.9544
1080 CWNU_2379 11 1.0
1081 CWNU_2383 3 0.7888
1082 CWNU_2389 3 0.73
1083 CWNU_2390 2 0.858
1084 CWNU_2397 2 0.826
1085 CWNU_2400 3 0.97
1086 CWNU_2404 1 0.5596
1087 CWNU_2405 2 0.6588
1088 CWNU_2406 5 0.994
1089 CWNU_2407 1 0.7044
1090 CWNU_2409 0 0.0
1091 CWNU_2410 3 0.7872
1092 CWNU_2412 3 0.5952
1093 CWNU_2413 5 1.0
1094 CWNU_2414 6 0.9796
1095 CWNU_2415 5 0.9972
1096 CWNU_2417 7 0.9212
1097 CWNU_2419 1 0.4984
1098 CWNU_2420 1 0.6288
1099 CWNU_2422 6 0.988
1100 CWNU_2423 0 0.0
1101 CWNU_2428 3 0.5588
1102 CWNU_2430 4 0.9964
1103 CWNU_2431 2 0.8868
1104 CWNU_2438 2 0.5288
1105 CWNU_2439 2 0.7488
1106 CWNU_2441 2 0.7968
1107 CWNU_2446 3 0.9556
1108 CWNU_2448 0 0.0
1109 CWNU_2451 4 0.914
1110 CWNU_2452 1 0.34
1111 CWNU_2456 2 0.736
1112 CWNU_2459 4 0.982
1113 CWNU_2463 3 0.9364
1114 CWNU_2464 2 0.578
1115 CWNU_2467 4 0.9212
1116 CWNU_2468 6 0.978
1117 CWNU_2470 3 0.9208
1118 CWNU_2471 1 0.4372
1119 CWNU_2472 1 0.588
1120 CWNU_2475 5 0.9228
1121 CWNU_2477 2 0.6052
1122 CWNU_2478 2 0.8944
1123 CWNU_2479 0 0.0
1124 CWNU_2480 0 0.0
1125 CWNU_2481 4 0.8828
1126 CWNU_2485 3 0.86
1127 CWNU_2487 1 0.4572
1128 CWNU_2490 3 0.8904
1129 CWNU_2494 0 0.0
1130 CWNU_2496 3 0.6836
1131 CWNU_2498 3 0.74
1132 CWNU_2500 4 0.934
1133 CWNU_2502 0 0.0
1134 CWNU_2503 2 0.8676
1135 CWNU_2508 1 0.724
1136 CWNU_2512 2 0.902
1137 CWNU_2516 5 0.942
1138 CWNU_2517 1 0.4832
1139 CWNU_2518 8 0.98
1140 CWNU_2522 6 0.846
1141 CWNU_2523 4 0.9308
1142 CWNU_2525 3 0.8592
1143 CWNU_2528 0 0.0
1144 CWNU_2529 10 0.9696
1145 CWNU_2530 2 0.722
1146 CWNU_2536 0 0.0
1147 CWNU_2540 2 0.4824
1148 CWNU_2541 2 0.8856
1149 CWNU_2543 6 1.0
1150 CWNU_2546 3 0.7392
1151 CWNU_2547 8 0.982
1152 CWNU_2554 0 0.0
1153 CWNU_2555 4 0.7604
1154 CWNU_2556 0 0.0
1155 CWNU_2558 3 0.5424
1156 CWNU_2560 1 0.4028
1157 CWNU_2564 3 0.708
1158 CWNU_2565 1 0.584
1159 CWNU_2567 0 0.0
1160 CWNU_2568 3 0.8448
1161 CWNU_2569 5 0.9036
1162 CWNU_2570 6 0.9112
1163 CWNU_2573 3 0.9024
1164 CWNU_2574 3 0.8776
1165 CWNU_2575 2 0.8892
1166 CWNU_2580 3 0.9232
1167 CWNU_2581 5 0.9972
1168 CWNU_2583 2 0.7076
1169 CWNU_2584 2 0.7844
1170 CWNU_2585 0 0.0
1171 CWNU_2587 2 0.4712
1172 CWNU_2589 2 0.6648
1173 CWNU_2590 2 0.6072
1174 CWNU_2592 1 0.718
1175 CWNU_2594 3 0.898
1176 CWNU_2595 4 0.9696
1177 CWNU_2597 5 0.8616
1178 CWNU_2598 2 0.6636
1179 CWNU_2601 5 0.944
1180 CWNU_2603 4 0.984
1181 CWNU_2606 3 0.966
1182 CWNU_2608 3 0.8716
1183 CWNU_2611 4 0.9668
1184 CWNU_2613 2 0.6592
1185 CWNU_2614 1 0.6568
1186 CWNU_2616 5 0.9744
1187 CWNU_2619 7 1.0
1188 CWNU_2621 2 0.7648
1189 CWNU_2622 4 0.9168
1190 CWNU_2626 0 0.0
1191 CWNU_2627 0 0.0
1192 CWNU_2629 4 0.8468
1193 CWNU_2631 3 0.8748
1194 CWNU_2632 1 0.4992
1195 CWNU_2634 4 0.9784
1196 CWNU_2636 5 0.954
1197 CWNU_2637 1 0.5764
1198 CWNU_2638 3 0.7984
1199 CWNU_2643 5 0.7308
1200 CWNU_2644 1 0.438
1201 CWNU_2645 4 0.5576
1202 CWNU_2647 5 0.904
1203 CWNU_2651 5 0.8952
1204 CWNU_2652 1 0.6044
1205 CWNU_2656 6 0.8984
1206 CWNU_2657 3 0.5136
1207 CWNU_2660 4 0.9792
1208 CWNU_2661 4 0.9828
1209 CWNU_2664 3 0.8812
1210 CWNU_2666 3 0.6044
1211 CWNU_2667 1 0.6172
1212 CWNU_2669 13 1.0
1213 CWNU_2672 10 1.0
1214 CWNU_2674 3 0.846
1215 CWNU_2675 2 0.5184
1216 CWNU_2676 3 0.5772
1217 CWNU_2677 4 0.9652
1218 CWNU_2678 5 0.9664
1219 CWNU_2682 2 0.6384
1220 CWNU_2683 9 1.0
1221 CWNU_2684 0 0.0
1222 CWNU_2689 2 0.6148
1223 CWNU_2690 2 0.9284
1224 CWNU_2692 2 0.8508
1225 CWNU_2693 7 0.9712
1226 CWNU_2695 2 0.566
1227 CWNU_2698 4 1.0
1228 CWNU_2700 4 0.5152
1229 CWNU_2702 2 0.7368
1230 CWNU_2708 7 1.0
1231 CWNU_2712 3 0.5548
1232 CWNU_2713 2 0.8432
1233 CWNU_2714 0 0.0
1234 CWNU_2716 3 0.8348
1235 CWNU_2717 1 0.5252
1236 CWNU_2718 8 0.9996
1237 CWNU_2719 7 0.996
1238 CWNU_2723 1 0.6748
1239 CWNU_2724 1 0.3716
1240 CWNU_2728 0 0.0
1241 CWNU_2729 5 0.9392
1242 CWNU_2735 4 0.9144
1243 CWNU_2736 2 0.5016
1244 CWNU_2738 2 0.8856
1245 CWNU_2739 5 0.9864
1246 CWNU_2745 9 1.0
1247 CWNU_2746 2 0.8
1248 CWNU_2748 0 0.0
1249 CWNU_2749 2 0.632
1250 CWNU_2750 5 0.9652
1251 CWNU_2752 0 0.0
1252 CWNU_2753 0 0.0
1253 CWNU_2754 3 0.8524
1254 CWNU_2758 4 0.9036
1255 CWNU_2764 5 0.8716
1256 CWNU_2765 2 0.8228
1257 CWNU_2767 2 0.82
1258 CWNU_2770 7 0.8876
1259 CWNU_2778 1 0.404
1260 CWNU_2792 3 0.5312
1261 CWNU_2794 2 0.8364
1262 CWNU_2795 0 0.0
1263 CWNU_2797 1 0.3208
1264 CWNU_2801 1 0.5068
1265 CWNU_2810 1 0.53
1266 CWNU_2812 1 0.666
1267 CWNU_2815 1 0.3852
1268 CWNU_2825 8 1.0
1269 CWNU_2842 1 0.4936
1270 CWNU_2847 1 0.67
1271 CWNU_2848 2 0.7644
1272 CWNU_2867 5 0.9756
1273 CWNU_2870 4 0.9816
1274 CWNU_2871 0 0.0
1275 CWNU_2877 1 0.526
1276 CWNU_2881 0 0.0
1277 CWNU_2884 5 1.0
1278 CWNU_2888 2 0.5784
1279 CWNU_2890 1 0.3096
1280 CWNU_2892 4 0.9548
1281 CWNU_2894 3 0.8504
1282 CWNU_2895 1 0.6208
1283 CWNU_2902 2 0.8812
1284 CWNU_2904 2 0.61
1285 CWNU_2907 0 0.0
1286 CWNU_2909 1 0.6188
1287 CWNU_2914 1 0.4564
1288 CWNU_2918 0 0.0
1289 CWNU_2921 4 0.8488
1290 CWNU_2923 2 0.76
1291 CWNU_2926 0 0.0
1292 CWWL_1746 6 0.854
1293 CWWL_2073 3 0.8196
1294 CWWL_2084 4 0.9744
1295 CWWL_3078 2 0.6812
1296 Can-Battlo_1 1 0.764
1297 Casado_6 7 1.0
1298 Casado_7 9 1.0
1299 Casado_8 4 0.9416
1300 Casado_9 7 0.9964
1301 Casado_10 5 0.9932
1302 Casado_12 2 0.7836
1303 Casado_13 0 0.0
1304 Casado_14 0 0.0
1305 Casado_15 1 0.4352
1306 Casado_19 5 0.9312
1307 Casado_20 2 0.8052
1308 Casado_21 1 0.5944
1309 Casado_82 5 0.942
1310 Casado-Alessi_1 0 0.0
1311 Chamaleon_I 0 0.0
1312 Cmg_119 1 0.5676
1313 Collinder_69 2 0.5968
1314 Collinder_74 4 0.9652
1315 Collinder_89 0 0.0
1316 Collinder_95 1 0.7732
1317 Collinder_97 3 0.792
1318 Collinder_104 0 0.0
1319 Collinder_106 5 0.64
1320 Collinder_107 6 0.9904
1321 Collinder_110 3 0.9176
1322 Collinder_115 5 1.0
1323 Collinder_132 1 0.3248
1324 Collinder_135 2 0.8512
1325 Collinder_140 0 0.0
1326 Collinder_185 2 0.7696
1327 Collinder_197 0 0.0
1328 Collinder_205 10 0.9224
1329 Collinder_213 1 0.3276
1330 Collinder_220 4 0.826
1331 Collinder_228 0 0.0
1332 Collinder_236 3 0.8484
1333 Collinder_261 8 0.9208
1334 Collinder_268 3 0.7584
1335 Collinder_269 0 0.0
1336 Collinder_271 2 0.8736
1337 Collinder_272 3 0.9328
1338 Collinder_277 2 0.8564
1339 Collinder_292 1 0.546
1340 Collinder_302 14 0.9752
1341 Collinder_307 3 0.6572
1342 Collinder_333 5 0.9956
1343 Collinder_338 3 0.892
1344 Collinder_347 2 0.652
1345 Collinder_350 1 0.644
1346 Collinder_351 3 0.7424
1347 Collinder_367 7 0.9784
1348 Collinder_394 2 0.8128
1349 Collinder_419 7 1.0
1350 Collinder_421 1 0.5176
1351 Collinder_428 8 0.9972
1352 Collinder_463 0 0.0
1353 Collinder_465 1 0.5164
1354 Collinder_469 11 1.0
1355 Collinder_471 0 0.0
1356 Czernik_1 3 0.9392
1357 Czernik_2 1 0.2864
1358 Czernik_3 4 0.996
1359 Czernik_5 0 0.0
1360 Czernik_6 2 0.716
1361 Czernik_8 4 0.9168
1362 Czernik_9 3 0.8856
1363 Czernik_10 2 0.8584
1364 Czernik_12 1 0.4024
1365 Czernik_13 5 1.0
1366 Czernik_14 2 0.6324
1367 Czernik_15 1 0.5008
1368 Czernik_16 0 0.0
1369 Czernik_17 3 0.8792
1370 Czernik_18 1 0.6372
1371 Czernik_19 6 0.8276
1372 Czernik_20 7 0.968
1373 Czernik_21 1 0.3784
1374 Czernik_23 8 1.0
1375 Czernik_24 4 0.872
1376 Czernik_25 7 0.9884
1377 Czernik_26 2 0.7424
1378 Czernik_27 6 0.9704
1379 Czernik_29 7 1.0
1380 Czernik_30 4 0.974
1381 Czernik_31 3 0.63
1382 Czernik_32 9 0.8868
1383 Czernik_37 14 1.0
1384 Czernik_38 7 1.0
1385 Czernik_40 5 0.9956
1386 Czernik_41 3 0.6984
1387 Czernik_42 6 1.0
1388 Czernik_43 1 0.2892
1389 Czernik_44 1 0.6696
1390 DB2001_22 4 0.7252
1391 DBSB_3 9 0.9892
1392 DBSB_6 0 0.0
1393 DBSB_7 4 0.9132
1394 DBSB_9 2 0.6484
1395 DBSB_19 0 0.0
1396 DBSB_21 0 0.0
1397 DBSB_36 3 0.8956
1398 DBSB_39 6 0.9556
1399 DBSB_43 3 0.8992
1400 DBSB_64 3 0.7484
1401 DBSB_70 1 0.4436
1402 DBSB_101 9 1.0
1403 DBSB_104 0 0.0
1404 DBSB_144 4 0.4792
1405 DBSB_157 5 0.9328
1406 DC_3 0 0.0
1407 DC_5 4 0.9428
1408 DC_8 6 0.988
1409 Danks_2 11 1.0
1410 Delta_Cephei_Cluster 2 0.7704
1411 Desvoivres_2 4 0.9024
1412 Dias_1 2 0.5996
1413 Dias_2 5 0.932
1414 Dias_5 3 0.8396
1415 Dias_6 8 0.9856
1416 Djorg_1 4 0.844
1417 Dolidze_1 8 0.9752
1418 Dolidze_3 5 0.9892
1419 Dolidze_5 2 0.8048
1420 Dolidze_8 1 0.5432
1421 Dolidze_11 0 0.0
1422 Dolidze_13 2 0.5768
1423 Dolidze_16 0 0.0
1424 Dolidze_25 3 0.9152
1425 Dolidze_32 11 0.9736
1426 Dolidze_33 9 0.9272
1427 Dolidze_35 1 0.3976
1428 Dolidze_42 4 0.9984
1429 Dolidze_53 2 0.8332
1430 Dutra-Bica_51 2 0.6
1431 E_3 0 0.0
1432 ESO_064-05 2 0.6276
1433 ESO_092-05 1 0.3456
1434 ESO_092-18 2 0.8644
1435 ESO_092-92 1 0.64
1436 ESO_123-26 2 0.5684
1437 ESO_130-06 1 0.434
1438 ESO_130-13 3 0.8664
1439 ESO_134-12 1 0.3224
1440 ESO_166-04 2 0.7048
1441 ESO_211-03 2 0.8716
1442 ESO_226-06 4 0.828
1443 ESO_261-03 0 0.0
1444 ESO_275-01 2 0.5484
1445 ESO_311-21 2 0.8236
1446 ESO_312-03 3 0.8812
1447 ESO_312-04 8 0.996
1448 ESO_332-13 2 0.7732
1449 ESO_332-22 0 0.0
1450 ESO_368-11 1 0.4344
1451 ESO_368-14 5 0.9428
1452 ESO_370-17 2 0.85
1453 ESO_371-25 3 0.8408
1454 ESO_392-13 0 0.0
1455 ESO_393-15 2 0.8556
1456 ESO_429-05 5 0.9176
1457 ESO_429-429 8 0.9928
1458 ESO_430-09 11 1.0
1459 ESO_430-18 4 0.7944
1460 ESO_494-09 4 0.8136
1461 ESO_518-03 5 0.9996
1462 ESO_521-38 2 0.8376
1463 ESO_522-05 3 0.682
1464 ESO_559-13 1 0.4084
1465 ESO_589-26 7 1.0
1466 Eridanus 0 0.0
1467 FSR_0031 10 0.9456
1468 FSR_0069 3 0.8644
1469 FSR_0087 7 0.99
1470 FSR_0088 3 0.9596
1471 FSR_0111 6 0.9504
1472 FSR_0123 7 0.9876
1473 FSR_0133 5 0.7668
1474 FSR_0134 5 0.8744
1475 FSR_0154 8 0.9956
1476 FSR_0158 6 0.9104
1477 FSR_0165 3 0.752
1478 FSR_0166 5 0.9496
1479 FSR_0167 2 0.71
1480 FSR_0172 6 0.9596
1481 FSR_0174 0 0.0
1482 FSR_0182 7 0.9792
1483 FSR_0195 1 0.6128
1484 FSR_0219 0 0.0
1485 FSR_0222 2 0.8568
1486 FSR_0224 5 0.8928
1487 FSR_0227 1 0.4196
1488 FSR_0238 0 0.0
1489 FSR_0239 2 0.7272
1490 FSR_0241 1 0.2628
1491 FSR_0248 0 0.0
1492 FSR_0251 0 0.0
1493 FSR_0258 2 0.7844
1494 FSR_0261 0 0.0
1495 FSR_0270 5 0.9788
1496 FSR_0275 2 0.7968
1497 FSR_0276 1 0.354
1498 FSR_0278 2 0.834
1499 FSR_0282 4 0.9428
1500 FSR_0284 4 0.888
1501 FSR_0288 5 0.9296
1502 FSR_0291 2 0.9212
1503 FSR_0295 1 0.6624
1504 FSR_0296 5 0.9764
1505 FSR_0306 4 0.9004
1506 FSR_0316 3 0.7332
1507 FSR_0320 2 0.5668
1508 FSR_0324 2 0.6592
1509 FSR_0325 0 0.0
1510 FSR_0336 0 0.0
1511 FSR_0342 4 0.9528
1512 FSR_0344 1 0.3772
1513 FSR_0357 8 1.0
1514 FSR_0358 1 0.6092
1515 FSR_0366 2 0.7212
1516 FSR_0369 0 0.0
1517 FSR_0379 0 0.0
1518 FSR_0381 4 0.676
1519 FSR_0384 1 0.672
1520 FSR_0385 0 0.0
1521 FSR_0394 3 0.8848
1522 FSR_0398 0 0.0
1523 FSR_0401 0 0.0
1524 FSR_0416 0 0.0
1525 FSR_0417 2 0.3848
1526 FSR_0430 1 0.4884
1527 FSR_0435 1 0.5092
1528 FSR_0441 1 0.3696
1529 FSR_0442 5 0.986
1530 FSR_0443 5 0.9896
1531 FSR_0448 1 0.4816
1532 FSR_0451 3 0.8856
1533 FSR_0460 3 0.7344
1534 FSR_0465 3 0.9272
1535 FSR_0480 0 0.0
1536 FSR_0494 5 0.992
1537 FSR_0496 3 0.7564
1538 FSR_0498 3 0.8536
1539 FSR_0505 3 0.7136
1540 FSR_0508 0 0.0
1541 FSR_0519 2 0.8792
1542 FSR_0522 2 0.9096
1543 FSR_0524 1 0.4576
1544 FSR_0534 0 0.0
1545 FSR_0536 1 0.4456
1546 FSR_0537 1 0.6276
1547 FSR_0542 1 0.488
1548 FSR_0551 0 0.0
1549 FSR_0553 2 0.546
1550 FSR_0558 1 0.3736
1551 FSR_0569 0 0.0
1552 FSR_0591 2 0.7828
1553 FSR_0596 3 0.6184
1554 FSR_0604 2 0.7992
1555 FSR_0632 0 0.0
1556 FSR_0634 2 0.7664
1557 FSR_0647 3 0.7588
1558 FSR_0665 0 0.0
1559 FSR_0667 0 0.0
1560 FSR_0674 2 0.7676
1561 FSR_0683 4 0.904
1562 FSR_0686 0 0.0
1563 FSR_0687 1 0.4804
1564 FSR_0702 2 0.826
1565 FSR_0716 3 0.9264
1566 FSR_0717 2 0.4864
1567 FSR_0723 5 0.9976
1568 FSR_0728 3 0.728
1569 FSR_0732 1 0.2644
1570 FSR_0734 3 0.5552
1571 FSR_0735 5 0.9812
1572 FSR_0744 0 0.0
1573 FSR_0761 2 0.776
1574 FSR_0771 0 0.0
1575 FSR_0811 2 0.6964
1576 FSR_0812 4 0.8072
1577 FSR_0814 1 0.2476
1578 FSR_0817 2 0.5616
1579 FSR_0826 3 0.9504
1580 FSR_0827 4 0.8892
1581 FSR_0833 7 1.0
1582 FSR_0841 0 0.0
1583 FSR_0850 0 0.0
1584 FSR_0852 1 0.3692
1585 FSR_0866 0 0.0
1586 FSR_0869 4 0.9924
1587 FSR_0874 0 0.0
1588 FSR_0883 5 0.9096
1589 FSR_0893 2 0.628
1590 FSR_0894 1 0.4608
1591 FSR_0902 0 0.0
1592 FSR_0903 2 0.8296
1593 FSR_0904 1 0.5324
1594 FSR_0905 0 0.0
1595 FSR_0921 0 0.0
1596 FSR_0923 4 0.9784
1597 FSR_0929 3 0.8932
1598 FSR_0931 1 0.3232
1599 FSR_0932 3 0.846
1600 FSR_0935 3 0.7132
1601 FSR_0937 3 0.8544
1602 FSR_0939 3 0.5944
1603 FSR_0941 3 0.9156
1604 FSR_0942 5 0.982
1605 FSR_0948 7 0.9968
1606 FSR_0951 1 0.426
1607 FSR_0953 9 0.9768
1608 FSR_0968 2 0.808
1609 FSR_0974 3 0.932
1610 FSR_0975 7 0.996
1611 FSR_0977 5 0.9744
1612 FSR_0979 3 0.9352
1613 FSR_0985 4 0.9848
1614 FSR_0999 0 0.0
1615 FSR_1017 0 0.0
1616 FSR_1032 2 0.6492
1617 FSR_1051 2 0.672
1618 FSR_1063 7 1.0
1619 FSR_1077 6 0.8492
1620 FSR_1083 5 0.916
1621 FSR_1085 3 0.9008
1622 FSR_1113 5 0.8516
1623 FSR_1115 2 0.7004
1624 FSR_1117 0 0.0
1625 FSR_1125 6 0.9992
1626 FSR_1129 2 0.636
1627 FSR_1144 2 0.8256
1628 FSR_1149 3 0.8768
1629 FSR_1150 5 0.8916
1630 FSR_1153 4 0.8304
1631 FSR_1163 4 0.8864
1632 FSR_1170 4 0.962
1633 FSR_1171 7 1.0
1634 FSR_1172 3 0.8824
1635 FSR_1173 3 0.902
1636 FSR_1178 1 0.3508
1637 FSR_1180 4 0.896
1638 FSR_1183 5 0.856
1639 FSR_1185 3 0.8116
1640 FSR_1197 1 0.4284
1641 FSR_1202 0 0.0
1642 FSR_1207 6 1.0
1643 FSR_1209 7 0.9952
1644 FSR_1211 4 0.8968
1645 FSR_1212 3 0.8208
1646 FSR_1234 0 0.0
1647 FSR_1252 7 1.0
1648 FSR_1253 5 0.8776
1649 FSR_1260 4 0.9712
1650 FSR_1275 2 0.8404
1651 FSR_1284 5 0.9356
1652 FSR_1298 4 0.9584
1653 FSR_1335 6 0.9932
1654 FSR_1342 10 1.0
1655 FSR_1347 2 0.802
1656 FSR_1352 2 0.4792
1657 FSR_1360 2 0.6712
1658 FSR_1361 2 0.6808
1659 FSR_1363 4 0.9408
1660 FSR_1378 2 0.4616
1661 FSR_1380 5 0.9872
1662 FSR_1382 1 0.6284
1663 FSR_1399 2 0.5836
1664 FSR_1402 0 0.0
1665 FSR_1406 1 0.4388
1666 FSR_1407 0 0.0
1667 FSR_1411 2 0.5756
1668 FSR_1418 0 0.0
1669 FSR_1419 3 0.6812
1670 FSR_1421 0 0.0
1671 FSR_1424 5 0.9492
1672 FSR_1430 1 0.4736
1673 FSR_1435 2 0.7332
1674 FSR_1441 5 0.8856
1675 FSR_1443 2 0.838
1676 FSR_1452 3 0.8348
1677 FSR_1460 5 0.9708
1678 FSR_1478 1 0.52
1679 FSR_1484 3 0.6988
1680 FSR_1496 4 0.936
1681 FSR_1500 5 0.8932
1682 FSR_1521 0 0.0
