ID Name Ra Dec NumGS Coverage
200 Berkeley_18 80.5536708 45.46785151 2 0.2056
201 Berkeley_19 81.01323535 29.57177077 0 0.0
202 Berkeley_20 83.15437664 0.18844258 4 0.4664
203 Berkeley_21 87.948987 21.81077389 4 0.4384
204 Berkeley_22 89.61504356 7.75885126 3 0.2512
205 Berkeley_23 98.31505922 20.53468901 4 0.3792
206 Berkeley_24 99.44505396 -0.87700037 1 0.1252
207 Berkeley_25 100.31229688 -16.48689544 1 0.11
208 Berkeley_27 102.83742854 5.76846219 1 0.0784
209 Berkeley_28 103.02929723 2.91875935 8 0.4776
210 Berkeley_29 103.26589601 16.92587374 2 0.2468
211 Berkeley_30 104.4368525 3.22755948 11 0.68
212 Berkeley_31 104.40671972 8.28813294 1 0.102
213 Berkeley_32 104.53104054 6.43326437 6 0.4452
214 Berkeley_33 104.46237821 -13.22613936 6 0.5248
215 Berkeley_34 105.09448823 -0.23681353 0 0.0
216 Berkeley_35 107.48016823 2.73106662 12 0.7236
217 Berkeley_36 109.10023535 -13.19347297 4 0.3764
218 Berkeley_37 110.06892409 -0.99820522 5 0.4736
219 Berkeley_39 116.70733306 -4.67270544 3 0.256
220 Berkeley_43 288.87999432 11.26878748 7 0.55
221 Berkeley_44 289.31444576 19.54819668 8 0.5632
222 Berkeley_45 289.77525581 15.71689671 8 0.5008
223 Berkeley_47 292.12645067 17.36091091 4 0.3788
224 Berkeley_49 299.8686188 34.64270729 6 0.4108
225 Berkeley_50 302.50652712 34.9682249 16 0.866
226 Berkeley_51 302.97176476 34.4038843 6 0.5044
227 Berkeley_52 303.62144322 28.9469945 3 0.3044
228 Berkeley_53 313.98152488 51.0512391 3 0.252
229 Berkeley_54 315.74246296 40.42927571 2 0.2008
230 Berkeley_55 319.23479269 51.76087839 4 0.3688
231 Berkeley_56 319.38483781 41.82826884 0 0.0
232 Berkeley_58 0.05464947 60.92973741 2 0.2232
233 Berkeley_59 0.56967249 67.42861858 1 0.1216
234 Berkeley_60 4.43697017 60.94083702 2 0.128
235 Berkeley_61 12.0425672 67.19772949 0 0.0
236 Berkeley_62 15.31337423 63.9414744 1 0.1252
237 Berkeley_63 34.85071123 63.71936307 1 0.0688
238 Berkeley_64 35.43259371 65.88846252 2 0.1568
239 Berkeley_65 39.76646771 60.40004842 3 0.2752
240 Berkeley_66 46.01923513 58.74200287 1 0.1256
241 Berkeley_67 69.45900837 50.77596673 2 0.24
242 Berkeley_68 71.04949685 42.1612288 0 0.0
243 Berkeley_69 81.09088599 32.60815438 4 0.3756
244 Berkeley_70 81.45435788 41.95006707 2 0.2504
245 Berkeley_71 85.24182446 32.27269948 3 0.3104
246 Berkeley_72 87.55564 22.24914464 4 0.2564
247 Berkeley_73 95.5200545 -6.31894792 3 0.3112
248 Berkeley_75 102.24899678 -23.9959872 1 0.1248
249 Berkeley_76 106.65936411 -11.72358075 0 0.0
250 Berkeley_77 110.35871954 -3.23881937 6 0.3916
251 Berkeley_78 110.90881521 5.37127535 3 0.3188
252 Berkeley_79 281.24850359 -1.140767 3 0.2284
253 Berkeley_80 283.58993315 -1.21571479 3 0.3536
254 Berkeley_81 285.41687882 -0.45703407 5 0.4176
255 Berkeley_82 287.83794016 13.11651856 3 0.3736
256 Berkeley_83 300.35617621 28.6434224 1 0.1248
257 Berkeley_84 301.20042294 33.9857668 4 0.2692
258 Berkeley_85 304.69858065 37.73113958 3 0.2388
259 Berkeley_86 305.07716845 38.67991353 1 0.126
260 Berkeley_87 305.40690126 37.41471584 5 0.44
261 Berkeley_89 306.11543823 46.0510988 5 0.368
262 Berkeley_90 308.81179073 46.84413145 6 0.5572
263 Berkeley_91 317.72048663 48.54150942 1 0.1244
264 Berkeley_92 321.19856879 57.52849832 3 0.2068
265 Berkeley_93 328.87186559 63.92713143 0 0.0
266 Berkeley_94 335.71765755 55.86971203 8 0.5916
267 Berkeley_95 337.07120591 59.13436568 5 0.4508
268 Berkeley_96 337.47298281 55.41181909 8 0.4248
269 Berkeley_97 339.85246881 59.00574772 4 0.2632
270 Berkeley_98 340.66984316 52.40534299 3 0.2388
271 Berkeley_99 350.25248882 71.77482633 1 0.0712
272 Berkeley_100 351.48868492 63.77997815 3 0.282
273 Berkeley_101 353.20657262 64.20633438 1 0.1256
274 Berkeley_102 354.67102976 56.64042528 2 0.1268
275 Berkeley_103 356.30326981 59.29941378 3 0.3124
276 Berkeley_104 0.85813164 63.59006219 3 0.296
277 Berkeley_14A 75.04552364 43.67924222 0 0.0
278 Bica_2 308.31910613 41.30050966 2 0.208
279 Bica_3 276.51741804 -13.06040475 12 0.5504
280 Bica_631 263.67864483 -33.47853905 2 0.1872
281 Biurakan_2 302.32201209 35.46390324 4 0.4568
282 Blanco_1 0.91498392 -30.01061575 0 0.0
283 Bochum_1 96.25665201 19.84623012 9 0.452
284 Bochum_2 102.20712585 0.37711184 8 0.5084
285 Bochum_3 105.86430194 -5.01132854 5 0.3972
286 Bochum_4 112.89675182 -17.19866813 1 0.1264
287 Bochum_10 160.56780423 -59.15903245 1 0.0548
288 Bochum_13 259.33280153 -35.53377806 2 0.1748
289 Bochum_14 270.50036428 -23.69697077 12 0.7456
290 Bochum_15 115.07173333 -33.55083729 2 0.14
291 Briceno_1 81.08336307 1.69561227 0 0.0
292 CBJC_8 313.50411752 44.87127566 0 0.0
293 CMa_2 105.68205942 -7.75662131 1 0.0732
294 COIN-Gaia_3 18.72726577 60.50717156 2 0.1896
295 COIN-Gaia_4 26.14677547 58.7513819 0 0.0
296 COIN-Gaia_5 27.46268104 58.05006828 0 0.0
297 COIN-Gaia_6 28.13787069 58.63532703 2 0.1748
298 COIN-Gaia_7 33.75347067 58.45906461 1 0.1232
299 COIN-Gaia_8 39.16495578 50.01007597 0 0.0
300 COIN-Gaia_9 47.71429442 48.02966917 0 0.0
301 COIN-Gaia_10 68.45842789 40.49964235 1 0.1264
302 COIN-Gaia_11 68.14971042 39.53324453 0 0.0
303 COIN-Gaia_12 79.42008386 41.67985831 1 0.1256
304 COIN-Gaia_13 83.39159281 41.82798701 0 0.0
305 COIN-Gaia_14 77.69354077 39.20290629 2 0.2048
306 COIN-Gaia_15 76.10322514 35.80107117 1 0.1248
307 COIN-Gaia_16 80.1697787 37.44458742 0 0.0
308 COIN-Gaia_18 78.40348085 35.48011987 0 0.0
309 COIN-Gaia_19 82.19135607 34.3361242 0 0.0
310 COIN-Gaia_20 78.63596867 31.72005005 0 0.0
311 COIN-Gaia_21 84.75457229 28.43665702 0 0.0
312 COIN-Gaia_23 87.43029229 27.01323423 2 0.1744
313 COIN-Gaia_24 90.72366108 23.16394984 1 0.1252
314 COIN-Gaia_25 91.66149749 20.45690363 1 0.1016
315 COIN-Gaia_26 83.77343755 15.70671447 1 0.1036
316 COIN-Gaia_28 96.33089544 11.1632653 1 0.1204
317 COIN-Gaia_29 15.57498846 63.65125431 2 0.2112
318 COIN-Gaia_30 21.17121223 70.57543933 0 0.0
319 COIN-Gaia_31 21.29100637 61.14001692 4 0.3128
320 COIN-Gaia_32 28.11917282 63.10107552 1 0.126
321 COIN-Gaia_33 30.30243553 61.47734027 2 0.2388
322 COIN-Gaia_34 31.23390676 61.7806542 0 0.0
323 COIN-Gaia_35 33.46024345 60.03188231 1 0.1256
324 COIN-Gaia_36 36.34109856 59.93511474 0 0.0
325 COIN-Gaia_37 45.23157951 58.86213481 1 0.126
326 COIN-Gaia_38 51.47055299 51.07592898 0 0.0
327 COIN-Gaia_39 69.58059576 42.97025309 2 0.2404
328 COIN-Gaia_40 81.89162844 33.51469479 0 0.0
329 COIN-Gaia_41 89.82741795 18.98747919 2 0.2328
330 CWNU_2 139.75804478 -65.6491218 0 0.0
331 CWNU_3 33.06700912 64.60367548 0 0.0
332 CWNU_6 230.02401419 -56.19170648 0 0.0
333 CWNU_7 240.09324097 -59.10420463 5 0.4104
334 CWNU_10 95.31755942 18.82700081 0 0.0
335 CWNU_11 90.91502401 18.27017806 0 0.0
336 CWNU_14 14.7878635 53.75959024 0 0.0
337 CWNU_15 87.52617216 26.13658603 1 0.096
338 CWNU_19 228.51367767 -54.53554584 1 0.1168
339 CWNU_23 342.92927732 61.64310186 1 0.0856
340 CWNU_26 93.86759864 13.78485959 2 0.1984
341 CWNU_29 133.3600307 -72.48503362 0 0.0
342 CWNU_32 262.5306408 -38.21613811 3 0.2584
343 CWNU_35 92.96891328 -16.52451555 0 0.0
344 CWNU_37 276.71423827 -12.47995047 3 0.3184
345 CWNU_38 13.51059478 55.9650474 0 0.0
346 CWNU_39 92.74019925 23.43399518 1 0.0908
347 CWNU_41 225.51221467 -71.03102814 0 0.0
348 CWNU_42 318.27288367 46.08254111 3 0.2764
349 CWNU_45 108.09937844 -27.98383277 0 0.0
350 CWNU_47 301.37159686 23.78660023 0 0.0
351 CWNU_50 264.35228344 -34.79626703 1 0.126
352 CWNU_52 72.33883295 26.18538988 1 0.0736
353 CWNU_56 345.57605659 69.28686867 0 0.0
354 CWNU_58 342.159325 60.54127248 0 0.0
355 CWNU_61 153.52044941 -71.04131609 2 0.2508
356 CWNU_62 256.70052807 -41.56450675 0 0.0
357 CWNU_65 35.33589385 62.56934724 0 0.0
358 CWNU_66 33.35457345 61.46474072 2 0.2108
359 CWNU_70 277.96264307 -10.14528617 2 0.1972
360 CWNU_72 124.37477181 -40.39143231 0 0.0
361 CWNU_73 168.0878232 -57.94159015 1 0.1264
362 CWNU_77 45.33086812 71.07842454 0 0.0
363 CWNU_80 93.95984878 11.89108758 1 0.0876
364 CWNU_85 257.95228013 -41.34274609 5 0.4664
365 CWNU_86 283.35977522 -4.71655023 1 0.1264
366 CWNU_87 22.61250288 59.6329703 0 0.0
367 CWNU_88 131.17282333 -59.95995214 0 0.0
368 CWNU_89 133.14127717 -54.44623563 1 0.1204
369 CWNU_92 352.40248029 62.22891586 0 0.0
370 CWNU_95 223.29731815 -54.1115284 1 0.0604
371 CWNU_96 312.48734605 38.31998859 1 0.1264
372 CWNU_98 275.96302736 -9.88809063 3 0.2004
373 CWNU_101 278.87334683 -9.78345735 2 0.2452
374 CWNU_102 128.77454787 -36.57483129 0 0.0
375 CWNU_105 58.95697512 38.46600896 0 0.0
376 CWNU_110 113.87427728 -15.56153406 1 0.1232
377 CWNU_111 28.68583478 67.81335398 0 0.0
378 CWNU_112 302.09333183 33.95245148 0 0.0
379 CWNU_114 29.39027556 63.19830395 0 0.0
380 CWNU_117 341.14843484 57.53000268 0 0.0
381 CWNU_119 47.45027315 57.93365938 0 0.0
382 CWNU_120 288.89758722 7.31046206 1 0.1252
383 CWNU_121 203.65481642 -66.54883389 0 0.0
384 CWNU_124 349.21023533 64.69409548 0 0.0
385 CWNU_128 117.69520661 -35.11955948 2 0.242
386 CWNU_129 117.58989223 -34.35912489 0 0.0
387 CWNU_132 276.48952477 -15.05271234 2 0.2508
388 CWNU_133 49.922871 52.68680779 0 0.0
389 CWNU_134 296.25886784 18.99833813 2 0.25
390 CWNU_135 116.56430629 -52.84209208 2 0.1624
391 CWNU_136 311.21909464 56.90036924 0 0.0
392 CWNU_141 247.93934875 -52.88081719 2 0.2348
393 CWNU_144 332.29413014 50.89679516 3 0.284
394 CWNU_147 188.75011241 -58.08856056 0 0.0
395 CWNU_148 358.31874814 57.76520478 1 0.1244
396 CWNU_151 266.47504514 -33.443433 0 0.0
397 CWNU_152 305.84209404 32.73477191 4 0.3972
398 CWNU_153 302.06443923 23.16364242 2 0.1672
399 CWNU_154 77.94247965 38.10519611 0 0.0
400 CWNU_155 273.46181251 -21.06213951 1 0.1268
401 CWNU_158 99.934106 5.23329825 1 0.1244
402 CWNU_161 341.24857769 54.69749036 1 0.0936
403 CWNU_162 327.81339454 58.11864452 1 0.1264
404 CWNU_164 136.79404467 -44.31040224 0 0.0
405 CWNU_165 290.08213739 4.33004471 3 0.288
406 CWNU_168 81.06715704 20.72325039 2 0.196
407 CWNU_170 259.62928796 -30.94531171 1 0.122
408 CWNU_172 109.22204034 -1.81070646 1 0.126
409 CWNU_173 87.04216364 39.26275871 1 0.0708
410 CWNU_174 357.8304054 54.01508419 2 0.1884
411 CWNU_175 188.40652192 -63.51549475 0 0.0
412 CWNU_180 307.55493849 38.17347136 0 0.0
413 CWNU_181 289.157503 5.81571754 5 0.424
414 CWNU_182 135.84861877 -43.86964209 1 0.0572
415 CWNU_183 273.08753547 -21.14331974 1 0.1252
416 CWNU_189 95.05375333 -6.44156545 2 0.248
417 CWNU_193 120.38071111 -31.96934695 4 0.42
418 CWNU_195 82.97134397 29.07123266 2 0.226
419 CWNU_201 95.37770062 -10.28274183 0 0.0
420 CWNU_203 10.13205226 66.89237633 2 0.1932
421 CWNU_204 121.07125401 -29.21475772 3 0.1944
422 CWNU_205 93.60769342 2.84589874 2 0.1824
423 CWNU_206 289.61035126 13.19956535 4 0.3612
424 CWNU_207 135.75807309 -46.86333434 0 0.0
425 CWNU_209 337.58158171 56.09865282 0 0.0
426 CWNU_212 120.61845802 -28.86507481 2 0.2112
427 CWNU_215 247.26716278 -45.52108285 1 0.1244
428 CWNU_218 244.90127588 -55.61674688 3 0.3388
429 CWNU_222 101.9934777 -8.0188464 1 0.1244
430 CWNU_224 267.75400936 -38.44730867 5 0.3736
431 CWNU_226 111.24094357 -4.92081679 1 0.0824
432 CWNU_229 263.72647786 -43.01598244 2 0.144
433 CWNU_230 270.13469313 -13.37309446 2 0.1952
434 CWNU_232 92.34633901 -2.99419091 1 0.126
435 CWNU_236 279.83117219 1.15130489 1 0.0632
436 CWNU_239 98.27958496 2.44583542 0 0.0
437 CWNU_240 102.53816255 0.9565583 1 0.1248
438 CWNU_246 117.14374402 -23.73405289 0 0.0
439 CWNU_249 240.56610008 -54.87313776 2 0.1964
440 CWNU_252 185.39775732 -61.07169588 1 0.088
441 CWNU_255 86.41221352 33.77651142 2 0.1464
442 CWNU_260 117.49426456 -49.71826688 0 0.0
443 CWNU_263 101.77805271 0.7478931 1 0.0764
444 CWNU_264 149.20039807 -60.52954639 0 0.0
445 CWNU_265 153.76962775 -54.60047242 2 0.228
446 CWNU_267 254.37070123 -48.46290808 0 0.0
447 CWNU_268 119.16586974 -31.06106327 1 0.112
448 CWNU_274 105.99649999 -16.88416465 0 0.0
449 CWNU_275 266.37011918 -40.81569408 1 0.1244
450 CWNU_277 192.20960197 -60.57552676 2 0.2036
451 CWNU_279 103.82667738 -2.13190579 3 0.2344
452 CWNU_281 106.03890151 -16.35181209 0 0.0
453 CWNU_282 245.45016858 -53.938664 1 0.1256
454 CWNU_283 113.83149759 -42.88950485 2 0.158
455 CWNU_284 211.80183321 -61.70368804 2 0.2512
456 CWNU_286 327.73196683 64.01389544 0 0.0
457 CWNU_287 155.2995336 -55.97186833 1 0.1264
458 CWNU_296 277.24818976 -14.23548401 4 0.3776
459 CWNU_299 89.50461392 29.57888974 1 0.126
460 CWNU_301 125.69838825 -31.61583773 0 0.0
461 CWNU_302 104.6287801 -3.02885571 4 0.3848
462 CWNU_304 251.12883274 -52.98813025 2 0.2284
463 CWNU_311 333.43358295 42.47926755 0 0.0
464 CWNU_312 332.55823623 56.46879353 1 0.0848
465 CWNU_313 295.1379743 -1.99248423 0 0.0
466 CWNU_314 288.15654246 -9.63329176 0 0.0
467 CWNU_317 254.16262667 -39.84789058 2 0.2412
468 CWNU_318 219.08770016 -61.91192113 2 0.1844
469 CWNU_324 113.01169211 -16.93224554 0 0.0
470 CWNU_325 233.84611129 -55.454668 2 0.1732
471 CWNU_326 298.53322087 29.1153083 3 0.1504
472 CWNU_330 106.81097047 -11.96398864 1 0.1252
473 CWNU_331 124.47084788 -39.52053131 0 0.0
474 CWNU_334 89.40206949 19.26483579 4 0.256
475 CWNU_336 308.3237873 47.08856325 1 0.1248
476 CWNU_337 279.15829223 -8.90895379 1 0.0444
477 CWNU_338 124.44272367 -39.32858691 1 0.1
478 CWNU_339 125.86186168 -42.98492285 0 0.0
479 CWNU_340 106.77489395 -26.39799789 2 0.1576
480 CWNU_346 34.54626404 61.15592012 2 0.2204
481 CWNU_348 328.13495629 64.94553439 1 0.1144
482 CWNU_350 76.46566564 45.96860614 0 0.0
483 CWNU_352 223.64189449 -57.60472833 0 0.0
484 CWNU_354 350.67131183 68.75583219 0 0.0
485 CWNU_356 215.05762538 -61.08103156 0 0.0
486 CWNU_358 72.97757534 49.07117827 0 0.0
487 CWNU_360 234.53783847 -57.09444945 0 0.0
488 CWNU_361 64.35414678 42.8088615 0 0.0
489 CWNU_362 103.96123459 -13.06996343 3 0.2536
490 CWNU_364 55.00859974 43.20436743 0 0.0
